id_str,created_at,text,polarity,subjectivity,user_created_at,user_location,user_description,user_followers_count,longitude,latitude,retweet_count,favorite_count,,
1.24038E+18,3/18/2020 21:08,@of_midtown @ACSOSheriffs @Tesla @NewYork_SEC Happy?,1,1,3/17/2020 21:15,NULL,Stop discrimination against disabled citizens in the work place! You can do this by filing complaints when not in complete accordance of the law to protect you.,0,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"Yeah, now is the time to keep focusing on profits first and foremost. Not on helping humans. 
#humansfirst https://t.co/EzcxNoms42",0,0,11/4/2008 17:41,"San Francisco, CA","Founder at @JOGABO. Glomad passionate about Soccer, Kitesurfing & Land Rovers. Alum @stanford @tuftsuniversity with a soft spot for @grassrootsoccer",1561,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @RMac18: Tesla's Fremont factory will stay open but will reduce its workforce from 10,000 to 2,500 workers according to the Alameda Coun",0,1,11/25/2008 7:13,Chicago  LA  New to NY,Deputy Curation Director @BuzzFeedNews | I oversee content distribution and help with newsroom strategy | Reporter @ heart | @suntimes alum,20782,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,@p_ferragu Shanghai factory is still printing money for Tesla anyway. Chinese government wont allow Tesla to fail.,0,0,2/11/2012 6:57,"Atlanta, GA","Data Scientist, Computational Scientist",19,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @washingtonpost: The San Francisco bay area ordered millions to shelter in place.

Elon Musk had Tesla employees report to work anyway.",0,0,5/24/2018 0:42,california,NULL,70,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @lorakolodny: 5/ Perhaps Elon Musk doesn't know how often his comms team ignores serious news inquiries. But you should all know, anyway",0,1,3/10/2009 15:50,Long Hill New Jersey,Father of three live in Morris County New Jersey and work in Midtown Manhattan. opinions are my own not investment advice,1476,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"Tesla Employees Forced To Use Paid Time Off If Staying Home For Covid-19

https://t.co/9ewIWZT42q",0,0,3/3/2011 22:06,NULL,NULL,22,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,RT @thirdrowtesla: The silencing of Tesla supporters has been timed to maximize panic and misinformation @twitter @twittersupport @TwitterS,0,0,7/13/2009 19:53,"New York, USA","just like everyone else, trying to learn the present to predict the future",135,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,Who is surprised by this? #TrumpPandemic,0,1,7/10/2009 21:06,"Reno, NV","Twitter, not Tinder #FBR, Lifelong #progressive activist, UMichigan grad, wife of absent-minded physicist, Mother of 4, Grandmother of 5, Editor, Musician",12184,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @RMac18: Tesla's Fremont factory will stay open but will reduce its workforce from 10,000 to 2,500 workers according to the Alameda Coun",0,1,11/3/2008 4:01,"Oakland, CA","Software developer, sports analytics, data science & viz  http://danny.page Founder @SkrimmageSports. http://forum.skrimmage.com (he/him)",6631,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @Street_Insider: Tesla $TSLA Preparing to Reduce Staff by 75% at California Plant - Bloomberg, Citing County Spokesman",0,0,6/11/2016 18:03,NULL,Day Trader and Investor                       800 followers?,768,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @lorakolodny: 3/ https://t.co/mNeoXLQQyY
a) Are you...winding down to min. basic operations in Fremont? b) Is Tesla continuing to make n",0,0,3/10/2009 15:50,Long Hill New Jersey,Father of three live in Morris County New Jersey and work in Midtown Manhattan. opinions are my own not investment advice,1476,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,RT @JodiHernandezTV: #BREAKING Alameda Co says @Tesla has told the County theyve reduced their workforce from 10-thousand to 2500. https:/,0,0,1/21/2009 0:21,"San Jose, CA",NBC Bay Area news desk. Father of 4 Happily Married 25 + years. Go Cal Poly! Retired US Army/ Cal Guard MP and Tank Commander . RTs not endorsements,2752,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,RT @evebitdap: *TESLA PREPARING TO REDUCE STAFF BY 75% AT CALIFORNIA PLANT,0,0,8/18/2011 16:53,420 $TSLAQ at Moms basement,Once upon a time... $TSLAQ - sponsored by Big Bike,219,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,@MarK296122 @pet_rides @Jon4Lakers @Tesla Considering no official numbers are released until the end of the quarter https://t.co/7jOrEAIFQB,0,0,5/16/2015 23:20,NULL,NULL,92,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,There shouldn't be a single person over 50 years old at that Freemont factory for @Tesla right now.  They should al https://t.co/EVVHRd2Fwf,0,0,12/1/2008 19:41,NULL,Helping people & #DeFi startups. Director at #StudioCapital & @TheStudio_io.   .  http://Dave.Substack.com  http://Youtube.com/DaveCraige.,7397,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,RT @orenpeleg: @baddestmamajama Musk is actually implicitly pressuring his factory employees to keep working despite the lockdown. And is e,0,0,1/11/2019 14:28,NULL,NULL,4,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @RMac18: Tesla's Fremont factory will stay open but will reduce its workforce from 10,000 to 2,500 workers according to the Alameda Coun",0,1,1/27/2012 0:08,NULL,I stare at numbers on the screen. Options trader r/wsb. Abolish the FED,221,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:08,"RT @lorakolodny: 2/ https://t.co/mNeoXLQQyY In fact, Tesla ignores many journalists' requests for comment or information. To that end, I'd",1,1,3/10/2009 15:50,Long Hill New Jersey,Father of three live in Morris County New Jersey and work in Midtown Manhattan. opinions are my own not investment advice,1476,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"RT @russ1mitchell: Tesla is part of National Critical Infrastructure, so should stay open, HR email says. People need access to transporta",0,1,12/17/2008 15:01,"Chicago,IL",Live life. Smile a lot. Take care of each other! Live happy. #TeamAries #TeamLEO #AA #Chicago #ChiTown #WindyCity #SecondCity #MorganParkHS #Southside #Cotus,564,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"RT @washingtonpost: The San Francisco bay area ordered millions to shelter in place.

Elon Musk had Tesla employees report to work anyway.",0,0,10/7/2012 20:48,NULL,"Rationalist, pragmatist, free thinker, person of faith. Gold star auntie. Independent voter.      In the beginning God dropped a beat #BlackLivesMatter",2748,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,RT @thirdrowtesla: The silencing of Tesla supporters has been timed to maximize panic and misinformation @twitter @twittersupport @TwitterS,0,0,1/7/2020 1:44,"Sacramento, CA",solutions. ,7,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"RT @scottbudman: #Exclusive: I just spoke to a Tesla contractor, on the assembly line in the factory right now: I'm extremely unhappy. Thi""",0,1,3/27/2011 15:40,"Sunnyvale, CA",NULL,32,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,RT @orenpeleg: @baddestmamajama Musk is actually implicitly pressuring his factory employees to keep working despite the lockdown. And is e,0,0,6/10/2011 20:32,Where there's good food ,Your mums dream // ternelle insatisfaite - terriblement intransigeante //Une me dado dans un corps dadulte Pop culture is culture ( Tracee Ellis Ross ),608,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"@tj_rubley @Teslaconomics When Tesla is at 0$ , VW, GM, Ford, Nissan, Crysler, Renault will be negative,  Tesla is https://t.co/kkf3qK1S8i",0,0,12/26/2006 2:59,Italy,Web designer & developer,23,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,RT @chadloder: Nationalize Tesla and convert them to a ventilator factory for the rest of the year.,0,0,10/22/2011 16:26,NULL,27| she/her #Queer| Here for comedy|But really just a girl who is wasting her late 20s as a barista ..BA in Anthro & Sociology. Extra in The Binge. #hulu,2480,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"#Tesla really do be thinking ahead with that bioweapon defence mode.
#covid19UK",0,0,8/21/2014 19:09,"Wales, United Kingdom","Approximately 4.1 Cubits

sc- daniel_r0b3rts",37,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,@ellec_uk @Techgnostik @RandyVegetables Tesla factory closing is 10k people losing their livelihood ,0,0,2/13/2017 9:38,NULL,NULL,219,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"@JswannyJohn Tesla is actually more like a falling tennis ball.  

Itll bounce early and itll bounce high! 

Ear https://t.co/79v2ddItEn",0,0,1/21/2020 19:00,NULL,"Our motto for 2020 is: STAY STRONG , STAY LONG ! If youre Hot, Hung, Gay, Half-interesting or half-witted then WE WILL FOLLOW U  ",159,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"@SenatorBraun @realDonaldTrump @VP At same time, ask the dems to trade out the EV subsidies that we have. These are https://t.co/bwDnczDvpt",0,0,8/18/2011 23:44,"Colorado, USA",ex-software engineer; manufacturer.,141,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"Hey @elonmusk, any reason why you made Tesla workers risk exposure to #COVID19? https://t.co/dC51SoWynk",0,0,8/8/2011 3:45,"New York, NY",Reporter|Contributor @theintercept @GuardianUS|Former @NBCNightlyNews @AJpeoplepower| @columbiajourn @ColumbiaSIPA @univmiami alum|Tips Signal: (703) 424-4744,4391,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"RT @RMac18: If Tesla does continue to make cars, well, here's what Elon Musk said about cars and how they compare to Coronavirus.

And if y",0,0,9/8/2017 16:34,NULL,Any stock/option discussion is not a recommendation and purely my own opinion.,45,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"lmei@fremont.gov, councilmemberjones@fremont.gov, vbacon@fremont.gov, rsalwan@fremont.gov: SHUT DOWN TESLA https://t.co/zpjNVBVwzC",0,0,4/4/2019 1:31,"Tennessee, USA","$BTC | $TSLAQ | Finance mini-articles Sunday - Thursday at 10:00p EST at http://tennhedge.com. 1 Bitcoin = $88,000 by 12/31/21. 25 years young.",485,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,RT @chadloder: Nationalize Tesla and convert them to a ventilator factory for the rest of the year. https://t.co/9IZqEhC50M,0,0,7/21/2018 16:22,"Minneapolis, MN",Minor trickster demon fueled by coffee and kosher food. Bird on a bike. I write sexually explicit religious poetry. she/her,1703,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,"@Alex_Kump @Investingcom Tesla is doing great, factories in China &amp; US.
And they sell much needed energy storage",1,0,9/6/2009 21:06,"Katy, Texas","Mission: accelerate the transition to sustainable energy.
Heat blocking solar window film at https://t.co/xBT1lM4hv9 Ceramic Xtreme blocks the most heat. EV, solar, S3XY",722,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,  tesla tbh https://t.co/8Dus8lRh5A,0,0,4/26/2019 4:00,NULL,#DONGHEON: he turns himself into a pickle!! it was a cinematic masterpiece.,200,NULL,NULL,0,0,,
1.24038E+18,3/18/2020 21:09,I will vote my shares in favor of this.,0,0,11/14/2006 19:51,Los Angeles,"Co-founder & CEO of @burner and @tryfirewall  smarter, more open phone numbers that let you take control of your identity, privacy, and productivity.",3738,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @washingtonpost: The San Francisco bay area ordered millions to shelter in place.

Elon Musk had Tesla employees report to work anyway.",0,0,8/4/2009 15:13,San Francisco,"Tech reporter @washingtonpost covering Uber, Lyft, Tesla and self-driving |
Tips: faiz.siddiqui@washpost.com | DMs open, ask for Signal/WhatsApp",7017,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,Here's How The New Tesla Model Y Compares To The Model 3 - Image: TeslaThe Tesla Model Ybasically a slightly lifte https://t.co/XtyrXUcHvO,0,0,2/27/2018 21:03,NULL,NULL,127,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @vincent13031925: China Strongly Supports Tesla Giga Shanghai During The Coronavirus Outbreak

We needed to see US Gov &amp; California Stat",0,1,4/28/2009 19:55,"Ontario, Canada ","NASDAQ:TSLA(long-term), ASX:LIT, NZX:TLT, TSX:EFL, TSX:LAC,TSX.V:AMY, TSX.V:EGT, TSX.V:NOU; ***Dividend EquitieS in: TSX,NYSE,NASDAQ, NZX, ASX, SE,HEX,OBX,DAX,",476,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @washpostbiz: The Bay Area ordered millions to shelter in place. Elon Musk had Tesla employees report to work anyway. https://t.co/PD2eA,0,0,2/18/2009 7:00,Northern California,Repurposed my twitter account to TURN UP THE VOLUME one RT at a time. #Indivisible #Resist #SubpeonaPower Q: Turning 18 on or before Election Day? A: Register!,3077,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,Nikola Tesla - Memories Of Tomorrow - (Eng) https://t.co/RsP0v5hgLY via @YouTube #mymusic,0,0,12/28/2019 8:51,NULL,I am a composer and a scientist,60,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @chadloder: Nationalize Tesla and convert them to a ventilator factory for the rest of the year.,0,0,5/12/2011 19:07,NULL,"Lets be friends. We talk music on my podcast @notexactlyradio and we would love to have you. #NotMeUs. #FearTheDeer, Brewers, Packers. ",333,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,So... who stays?  Is paper billionaire Elon going to pay everyone that doesn't work?  Will the 2500 get hazard pay? https://t.co/sQtfY3EsGf,0,0,5/15/2009 20:57,NULL,NULL,687,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @chadloder: Nationalize Tesla and convert them to a ventilator factory for the rest of the year.,0,0,11/13/2015 0:25,"Olmsted Falls, OH",follow @Joshua4Congress professional Bernie Bro  Democratic socialist ,270,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @NAR: Sharp has filed a lawsuit against Tesla in Japan, claiming the U.S. electric vehicle giant infringed on patents for onboard commun",0,1,3/22/2014 9:47,NULL,SmartNews,2086,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,Can it be that Tesla is the only car vendor keeping factories open in North America?,0,1,12/29/2008 16:43,"Ridgefield, CT","Mobile Finn in NY. VR, AR and apps. Mentor for Broadway Tech Accelerator - advisor for Arilyn, Vizor, Rohtos, Cosmethics. Nordic VR Nights in Manhattan.",7800,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @washingtonpost: The San Francisco bay area ordered millions to shelter in place.

Elon Musk had Tesla employees report to work anyway.",0,0,4/28/2019 7:46,"Oxford, England","Interested in AI ethics, Climate, and Energy. 
Flawed in convincingly humanly ways. Too ethical to be any good. Opinions subject to review by Robot Overlords..",51,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @realChaoZhou: When the world economy is stuck with Coronavirus, Tesla Gigafactory 3 Shanghai phase II construction is picking up speed.",0,0,2/6/2012 4:43,The Bat Cave,PLAY BALLNon-Partisan Truth seeker. Huge XFL FAN #XFL2020 Go @xflBattlehawks!!!!,7420,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @washingtonpost: The San Francisco bay area ordered millions to shelter in place.

Elon Musk had Tesla employees report to work anyway.",0,0,9/8/2009 15:23,"Florida, USA","Don't pray, Vote! #NeverAgain #Warren2020 I'll sign up for the revolution as soon as I see it.",693,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @thirdrowtesla: excited to hear that Tesla and the county have reached an agreement to keep the factory running with a 75% reduction in,0,1,3/12/2019 5:14,NULL,Tesla Fan,521,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @ElectrekCo: Tesla Fremont factory is still operating despite Sheriff's order https://t.co/dLWZq31npm by @fredericlambert,0,0,2/6/2012 4:43,The Bat Cave,PLAY BALLNon-Partisan Truth seeker. Huge XFL FAN #XFL2020 Go @xflBattlehawks!!!!,7420,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @Inevitable_ET: Something bout Elon that no one knows the full truth on

Tesla's California factory operating despite coronavirus lockdo",0,1,3/25/2015 1:48,Paradise,WhistleWhileYouWork #foreverfarming LEAD WITH LOVE Kindness Conquers #JakesJennie,967,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @QTRResearch: EMPLOYEES SEEN GOING TO WORK AT TESLA'S FREMONT FACTORY DESPITE COUNTY'S ORDER TO COMPLY WITH LOCKDOWN - REUTERS WITNESS,0,0,7/5/2018 14:40,"Toronto, Ontario",NULL,19,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @p_ferragu: @brandonwilson Hey Brandon. I am a Tesla factory expert, actually. Shanghai running today with incredible anti-contamination",0,1,10/22/2012 14:59,NULL,NULL,758,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"Does Elon get his bonus on 2020-03-18?

(#Tesla market cap at $361.22 per share: $66.6B)

Bonus requirements:

1. A https://t.co/UemOHfH5l2",0,0,1/28/2020 17:22,NULL,"A little  tracking when Elon gets his bonus. Usually one automated tweet per day, AH. Thanks to the anonymous profile pic artist!",164,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @chadloder: Nationalize Tesla and convert them to a ventilator factory for the rest of the year.,0,0,10/9/2016 0:20,in orbit she/they,Girlflux   #autisticwhileblack  Schrdingers jazz cat.  The electron neutrinos superpartner in crime  LOO  TG:RE  17       ,582,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @phoennix10: $TSLA-1/@elonmusk will do everything he can to produce vehicles.  Those 2500 people will be producing Model3 and 3 Hatchbac,0,0,10/24/2009 22:16,NULL,"- - Leges sine moribus vanae - - frauds are my sirens, welcome to my outlet for that hobby - -",5253,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,https://t.co/1ZnBWoqCkj Elon Musk is such a self-entitled little sh*t. Epitomises the arrogance of the oligarchy.,0,1,7/29/2012 21:03,NULL,"Market analyst, Levy Institute researcher, tragic follower of Toronto sports teams (& SF49ers for good measure): https://muckrack.com/marshall-auerback/articles",17428,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,RT @thirdrowtesla: Im right at home baby!!! Hit me again,1,1,4/16/2018 1:07,Pacific  ,At the foot of the mountain... though not verifiable Tesla/ SpaceX    TeamElon  Clean Earth    @thirdrowtesla,9195,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"RT @RalphNader: When the stock market bubble implodes, it will have been started by the surge in @Tesla shares beyond speculative zeal...",0,0,11/1/2019 17:22,"537 Paper St, Bradford 19808",Spiritual Being Having a Human Experience,4,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,@VlanciPictures Spotted: Tesla Robotaxi delivering life-saving medical supplies to starving children... https://t.co/u68SX57lEo,0,0,12/23/2012 16:58,NULL,"Gimme what you want, show me what you got
Let me fix your market crash your stock
Bad credit no credit should've never paid back...
~Get Down"""," P.O.S.""",1574,NULL,NULL,0,0,
1.24039E+18,3/18/2020 21:10,"RT @washingtonpost: The San Francisco bay area ordered millions to shelter in place.

Elon Musk had Tesla employees report to work anyway.",0,0,10/16/2015 23:54,NULL,NULL,166,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,UPDATE: Tesla factory reportedly operating despite coronavirus lockdown order: https://t.co/4FhsOqohjZ https://t.co/slySnYG7Kd,0,0,10/6/2008 19:23,NULL,We obsessively cover the green scene.,26945,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,Sheriff Tells Tesla It's Not as Essential as Musk Thinks | WIRED https://t.co/c1fHBbyOsG,0,0,11/11/2019 13:16,NULL,Stagiaire chez Stark Industries. Fils de journalistes,269,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:10,"@MiddlebrookJeff @mattferrell Good info.  Not sure why the U.S. version doesnt have tow options, but its supposed https://t.co/u3lCNEUeVI",0,1,9/3/2018 1:24,"Boston, MA","Undecided with @mattferrell is a Youtube channel exploring how technology impacts our lives.  Every week I cover home automation, EVs, green energy, and more.",1039,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:11,"RT @protocol: Tesla workers can stay home. But Elon Musk is still going to work.

@LAHepler and @levisu report that local sheriffs told Tes",0,0,4/7/2008 1:47,"Grand Rapids, MI","Radio person for @NPR, @MichiganRadio, @Niemanfdn class of 2018.",2078,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:11,"RT @CruelValentine: Car accidents arent typically globally contagious, you monumental chode. https://t.co/HXNSm9A1i9",0,0,5/12/2009 13:54,All Around in the Dark,writer/director making pictures + whatever this is. /,1096,NULL,NULL,0,0,,
1.24039E+18,3/18/2020 21:11,RT @chadloder: Nationalize Tesla and convert them to a ventilator factory for the rest of the year.,0,0,9/7/2019 0:29,NULL,I dont know if Im a Trotskyist or a Social Democrat or a Marxist-Leninist.,423,NULL,NULL,0,0,,
